cpa,prob_f0,prob_f1,prob_f2,prob_f3,prob_f4
26.2,0,0,0,0.25806451612903225,0.7419354838709677
26.3,0,0,0,0.2653061224489796,0.7346938775510204
26.4,0,0,0,0.18831168831168832,0.8116883116883117
26.5,0,0,0,0.1888111888111888,0.8111888111888111
26.6,0,0,0,0.16666666666666666,0.8333333333333334
26.7,0,0,0,0.25,0.75
26.8,0,0,0,0.22522522522522523,0.7747747747747747
26.9,0,0,0,0.19047619047619047,0.8095238095238095
27,0,0,0,0.26732673267326734,0.7326732673267327
27.1,0,0,0,0.1348314606741573,0.8651685393258427
27.2,0,0,0,0.17073170731707318,0.8292682926829268
27.3,0,0,0,0.18181818181818182,0.8181818181818182
27.4,0,0,0,0.1917808219178082,0.8082191780821918
27.5,0,0,0,0.16666666666666666,0.8333333333333334
27.6,0,0,0.014285714285714285,0.12857142857142856,0.8571428571428571
27.7,0,0,0,0.18518518518518517,0.8148148148148148
27.8,0,0,0,0.20967741935483872,0.7903225806451613
27.9,0,0,0,0.2653061224489796,0.7346938775510204
28,0,0,0,0.24,0.76
28.1,0,0,0,0.25,0.75
28.2,0,0,0,0.22916666666666666,0.7708333333333334
28.3,0,0,0,0.16326530612244897,0.8367346938775511
28.4,0,0,0,0.2631578947368421,0.7368421052631579
28.5,0,0,0,0.3235294117647059,0.6764705882352942
28.6,0,0,0,0.18421052631578946,0.8157894736842105
28.7,0,0,0,0.34615384615384615,0.6538461538461539
28.8,0,0,0,0.23529411764705882,0.7647058823529411
28.9,0,0,0,0.2692307692307692,0.7307692307692307
29,0,0,0,0.15,0.85
29.1,0,0,0,0.3,0.7
29.2,0,0,0,0.23076923076923078,0.7692307692307693
29.3,0,0,0,0.15,0.85
29.4,0,0,0,0.2727272727272727,0.7272727272727273
29.5,0,0,0,0.2608695652173913,0.7391304347826086
29.6,0,0,0,0.2777777777777778,0.7222222222222222
29.7,0,0,0,0.3,0.7
29.8,0,0,0,0.375,0.625
29.9,0,0,0,0.3125,0.6875
30,0,0,0,0.25,0.75
30.1,0,0,0,0.45454545454545453,0.5454545454545454
30.2,0,0,0,0.42857142857142855,0.5714285714285714
30.3,0,0,0,0.4,0.6
30.4,0,0,0,0.18181818181818182,0.8181818181818182
30.5,0,0,0,0.5,0.5
30.6,0,0,0,0.16666666666666666,0.8333333333333334
30.7,0,0,0,0.3333333333333333,0.6666666666666666
30.8,0,0,0,0.45454545454545453,0.5454545454545454
30.9,0,0,0,0.3333333333333333,0.6666666666666666
31,0,0,0,0,1
31.1,0,0,0,0,1
31.2,0,0,0,0.6666666666666666,0.3333333333333333
31.3,0,0,0,0.2222222222222222,0.7777777777777778
31.4,0,0,0,0,1
31.5,0,0,0,0.2857142857142857,0.7142857142857143
31.6,0,0,0,0.25,0.75
31.7,0,0,0,0.6,0.4
31.8,0,0,0,0.5,0.5
31.9,NA,NA,NA,NA,NA
32,0,0,0,0,1
32.1,0,0,0,0.25,0.75
32.2,0,0,0,0.5,0.5
32.3,0,0,0,0,1
32.4,0,0,0,0,1
32.5,0,0,0,0,1
32.6,0,0,0,0.5,0.5
32.7,0,0,0,0,1
32.8,NA,NA,NA,NA,NA
32.9,NA,NA,NA,NA,NA
33,0,0,0,0.5,0.5
33.1,NA,NA,NA,NA,NA
33.2,NA,NA,NA,NA,NA
33.3,NA,NA,NA,NA,NA
33.4,NA,NA,NA,NA,NA
33.5,0,0,0,1,0
33.6,0,0,0,0,1
33.7,0,0,0,0,1
33.8,NA,NA,NA,NA,NA
33.9,0,0,0,1,0
34,0,0,0,1,0
34.1,0,0,0,1,0
34.2,0,0,0,1,0
34.3,0,0,0,0.5,0.5
34.4,0,0,0,1,0
34.5,0,0,0,1,0
34.6,NA,NA,NA,NA,NA
34.7,NA,NA,NA,NA,NA
34.8,0,0,0,1,0
34.9,0,0,0,1,0
35,0,0,0,0,1
35.1,0,0,0,1,0
35.2,0,0,0,0,1
35.3,NA,NA,NA,NA,NA
35.4,0,0,0,1,0
35.5,NA,NA,NA,NA,NA
35.6,NA,NA,NA,NA,NA
35.7,NA,NA,NA,NA,NA
35.8,NA,NA,NA,NA,NA
35.9,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA
36.1,NA,NA,NA,NA,NA
36.2,NA,NA,NA,NA,NA
36.3,0,0,0,1,0
36.4,NA,NA,NA,NA,NA
36.5,NA,NA,NA,NA,NA
36.6,NA,NA,NA,NA,NA
36.7,NA,NA,NA,NA,NA
36.8,NA,NA,NA,NA,NA
36.9,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA
37.1,NA,NA,NA,NA,NA
37.2,NA,NA,NA,NA,NA
37.3,NA,NA,NA,NA,NA
37.4,NA,NA,NA,NA,NA
37.5,NA,NA,NA,NA,NA
37.6,NA,NA,NA,NA,NA
37.7,NA,NA,NA,NA,NA
37.8,NA,NA,NA,NA,NA
37.9,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA
38.1,NA,NA,NA,NA,NA
38.2,NA,NA,NA,NA,NA
38.3,NA,NA,NA,NA,NA
38.4,NA,NA,NA,NA,NA
38.5,NA,NA,NA,NA,NA
38.6,NA,NA,NA,NA,NA
38.7,NA,NA,NA,NA,NA
38.8,NA,NA,NA,NA,NA
38.9,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA
39.1,NA,NA,NA,NA,NA
39.2,NA,NA,NA,NA,NA
39.3,NA,NA,NA,NA,NA
39.4,NA,NA,NA,NA,NA
39.5,NA,NA,NA,NA,NA
39.6,NA,NA,NA,NA,NA
39.7,NA,NA,NA,NA,NA
39.8,NA,NA,NA,NA,NA
39.9,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA
